Dataset,Mixture Label,CID,CID.1,CID.2,CID.3,CID.4,CID.5,CID.6,CID.7,CID.8,CID.9,CID.10,CID.11,CID.12,CID.13,CID.14,CID.15,CID.16,CID.17,CID.18,CID.19,CID.20,CID.21,CID.22,CID.23,CID.24,CID.25,CID.26,CID.27,CID.28,CID.29,CID.30,CID.31,CID.32,CID.33,CID.34,CID.35,CID.36,CID.37,CID.38,CID.39,CID.40,CID.41,CID.42,CID.43,CID.44,CID.45,CID.46,CID.47,CID.48,CID.49,CID.50,CID.51,CID.52,CID.53,CID.54,CID.55,CID.56,CID.57
Bushdid,138,7921,6561.0,5281168.0,8025.0,1060.0,3314.0,177.0,8103.0,22201.0,4133.0,31249.0,8186.0,440917.0,454.0,7344.0,26331.0,7165.0,326.0,6590.0,31272.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,421,11124,24915.0,8858.0,10560.0,2969.0,2758.0,7654.0,11002.0,7762.0,440967.0,460.0,14286.0,180.0,22386.0,7583.0,7363.0,61138.0,10722.0,1140.0,1146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,304,612,6982.0,31244.0,8797.0,240.0,6561.0,7410.0,12232.0,12180.0,31272.0,7799.0,31276.0,2758.0,15380.0,19310.0,8858.0,5281168.0,6054.0,460.0,1068.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,76,8051,7714.0,7600.0,8130.0,8635.0,1127.0,10722.0,8025.0,7685.0,12741.0,22386.0,10560.0,11509.0,3314.0,6989.0,7150.0,2969.0,8118.0,637566.0,18827.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,332,11124,12180.0,12178.0,8091.0,26331.0,180.0,7685.0,443158.0,8048.0,5373603.0,240.0,8858.0,14286.0,12232.0,12348.0,7059.0,177.0,443162.0,8892.0,6561.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,293,2969,7848.0,3776.0,3314.0,22386.0,7731.0,18827.0,7966.0,7762.0,999.0,326.0,1140.0,7363.0,62433.0,62465.0,10882.0,10722.0,7799.0,62336.0,7749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,270,22201,8635.0,7463.0,5283349.0,7150.0,8103.0,180.0,26331.0,7966.0,6184.0,6736.0,93009.0,637511.0,240.0,10890.0,5634.0,31249.0,5373603.0,8030.0,7888.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,23,6989,1127.0,7600.0,10976.0,7344.0,6982.0,8892.0,22873.0,8025.0,11552.0,12741.0,7710.0,8048.0,1031.0,6590.0,6544.0,7731.0,2758.0,7921.0,264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,493,240,7059.0,10890.0,8030.0,10430.0,8148.0,7888.0,8892.0,8118.0,6054.0,2758.0,7344.0,6989.0,19310.0,7921.0,1127.0,637566.0,18827.0,62444.0,6184.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,362,7583,2969.0,454.0,10722.0,11509.0,7410.0,6736.0,180.0,7632.0,612.0,8048.0,10976.0,1060.0,7710.0,999.0,12178.0,31276.0,7966.0,326.0,8186.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,89,443158,12232.0,7463.0,10722.0,12178.0,14286.0,24915.0,261.0,7991.0,7762.0,3314.0,31244.0,637566.0,5281168.0,7059.0,264.0,1127.0,6989.0,798.0,179.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,4,11002,62444.0,22201.0,7714.0,1140.0,12741.0,8858.0,177.0,22386.0,10821.0,10882.0,1060.0,8048.0,5634.0,6054.0,7150.0,61016.0,6501.0,10976.0,4133.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,113,7150,6054.0,26331.0,6561.0,61016.0,443158.0,3314.0,6501.0,7749.0,1060.0,454.0,31249.0,2758.0,8148.0,798.0,6989.0,62433.0,7966.0,7654.0,10430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,378,12178,15380.0,7632.0,22873.0,61138.0,31272.0,460.0,7991.0,637566.0,7600.0,11002.0,19310.0,10890.0,7799.0,10722.0,177.0,6184.0,10976.0,440917.0,12020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,33,6654,62444.0,8797.0,7714.0,7685.0,8892.0,1127.0,62465.0,7150.0,14286.0,7583.0,1060.0,22201.0,179.0,61016.0,7654.0,1031.0,454.0,7344.0,7966.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,485,6989,12232.0,6982.0,798.0,7762.0,10890.0,7632.0,10882.0,637511.0,22386.0,11124.0,443158.0,1146.0,460.0,180.0,2879.0,15380.0,31265.0,4133.0,7921.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,483,7991,440917.0,5281515.0,22386.0,24915.0,8030.0,62336.0,5373603.0,7363.0,10976.0,7654.0,10821.0,7793.0,1068.0,3776.0,12020.0,8048.0,177.0,15380.0,7463.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,449,7165,7848.0,443162.0,7632.0,264.0,61138.0,91497.0,8025.0,62444.0,443158.0,12180.0,7799.0,12367.0,4133.0,10722.0,18827.0,10882.0,460.0,637511.0,6654.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,69,612,6654.0,19310.0,22386.0,62465.0,11552.0,7793.0,1068.0,8186.0,6590.0,999.0,8635.0,6184.0,61016.0,6544.0,6736.0,11509.0,91497.0,7921.0,3314.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,382,10430,454.0,440917.0,3776.0,240.0,2758.0,10821.0,7519.0,6054.0,8091.0,6989.0,443158.0,31276.0,7363.0,7150.0,637511.0,7710.0,8892.0,6501.0,2969.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,350,1127,10821.0,8858.0,8148.0,3776.0,8048.0,7731.0,31249.0,7463.0,8025.0,12348.0,7344.0,12367.0,5373603.0,4133.0,7519.0,440917.0,8130.0,6054.0,19310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,459,6561,7921.0,7654.0,24915.0,261.0,7888.0,999.0,8030.0,11509.0,31272.0,2969.0,179.0,8635.0,12232.0,14286.0,11552.0,15380.0,31244.0,6989.0,798.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,397,8130,12741.0,440917.0,7710.0,11509.0,11552.0,2758.0,7519.0,180.0,11002.0,91497.0,31249.0,7848.0,7966.0,612.0,1060.0,7600.0,7363.0,22386.0,19310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,323,8130,12741.0,440917.0,7710.0,11509.0,1140.0,5283349.0,7460.0,454.0,7793.0,6654.0,10722.0,10430.0,798.0,6054.0,16666.0,12178.0,7685.0,6736.0,443162.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,481,5634,999.0,10560.0,31265.0,1068.0,440917.0,326.0,6590.0,31249.0,11124.0,7363.0,8892.0,2879.0,176.0,61016.0,1031.0,5283349.0,6654.0,62465.0,22386.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,313,5634,999.0,10560.0,31265.0,1068.0,8118.0,4133.0,6989.0,7793.0,62444.0,10821.0,7583.0,8130.0,8148.0,31276.0,12367.0,637566.0,7888.0,261.0,7799.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,250,7344,2879.0,999.0,31244.0,10722.0,7519.0,6054.0,326.0,24915.0,6654.0,180.0,8130.0,7583.0,10821.0,10882.0,6736.0,5283349.0,7762.0,12367.0,11509.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,460,7344,2879.0,999.0,31244.0,10722.0,1060.0,443158.0,12348.0,7150.0,7600.0,7848.0,8918.0,443162.0,1068.0,8048.0,8635.0,440967.0,6184.0,179.0,6501.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,16,177,10976.0,5281168.0,12348.0,6184.0,26331.0,261.0,7888.0,2969.0,1031.0,14286.0,10430.0,460.0,7600.0,8858.0,7848.0,8103.0,6982.0,10722.0,11552.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,133,177,10976.0,5281168.0,12348.0,6184.0,16666.0,1140.0,15380.0,8797.0,7363.0,7654.0,1127.0,176.0,7519.0,2758.0,440917.0,19310.0,440967.0,12232.0,7460.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,156,4133,180.0,1060.0,18827.0,62465.0,15380.0,11552.0,7848.0,10890.0,264.0,6590.0,7363.0,10976.0,31249.0,7888.0,179.0,12232.0,62336.0,7519.0,8186.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,78,4133,180.0,1060.0,18827.0,62465.0,326.0,999.0,7749.0,22201.0,7921.0,6054.0,1146.0,5281168.0,10882.0,6561.0,7799.0,7731.0,7632.0,5281515.0,8103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,419,798,5373603.0,22873.0,7519.0,443162.0,15380.0,999.0,93009.0,637511.0,1146.0,5283349.0,12020.0,12367.0,176.0,454.0,6544.0,179.0,62444.0,8130.0,10821.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,229,798,5373603.0,22873.0,7519.0,443162.0,612.0,7165.0,7685.0,7793.0,6982.0,6184.0,7344.0,8858.0,7463.0,62336.0,22201.0,31249.0,26331.0,12180.0,12232.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,336,22873,6989.0,6654.0,7799.0,7519.0,1140.0,8048.0,8797.0,2969.0,91497.0,14286.0,3776.0,7991.0,5283349.0,7363.0,8892.0,8186.0,443158.0,3314.0,4133.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,248,22873,6989.0,6654.0,7799.0,7519.0,1060.0,8118.0,12178.0,6590.0,7848.0,62465.0,1127.0,12367.0,180.0,11002.0,8091.0,6501.0,637511.0,31244.0,6736.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,91,10430,1031.0,7991.0,8892.0,440967.0,261.0,3776.0,22386.0,26331.0,11124.0,12741.0,61016.0,240.0,440917.0,460.0,24915.0,8118.0,7600.0,7460.0,8130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,399,10430,1031.0,7991.0,8892.0,440967.0,798.0,22873.0,10882.0,1146.0,6982.0,6736.0,7519.0,7762.0,8030.0,7710.0,326.0,10560.0,31265.0,7714.0,31249.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,145,7731,4133.0,7793.0,7921.0,7888.0,6654.0,7714.0,177.0,999.0,460.0,8025.0,62336.0,11552.0,176.0,612.0,637566.0,10821.0,7344.0,91497.0,22201.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,340,7731,4133.0,7793.0,7921.0,7888.0,2969.0,7150.0,240.0,10722.0,11509.0,6982.0,24915.0,22386.0,8091.0,5281515.0,454.0,14286.0,8892.0,19310.0,31244.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,182,7519,12178.0,6989.0,11124.0,8148.0,5281515.0,8103.0,7059.0,15380.0,454.0,5283349.0,6501.0,6561.0,4133.0,61016.0,7583.0,31249.0,10722.0,7888.0,8797.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,9,7519,12178.0,6989.0,11124.0,8148.0,7710.0,10882.0,177.0,7363.0,443162.0,443158.0,14286.0,2758.0,999.0,19310.0,1140.0,6184.0,8130.0,8918.0,10890.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,208,31272,7921.0,8103.0,1127.0,6501.0,6054.0,3776.0,637566.0,7344.0,6561.0,7363.0,7519.0,8797.0,8091.0,10821.0,240.0,62336.0,2758.0,11002.0,1140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,196,31272,7921.0,8103.0,1127.0,6501.0,12020.0,7991.0,6184.0,11509.0,999.0,176.0,2879.0,443158.0,2969.0,31249.0,7059.0,8635.0,1031.0,62433.0,10890.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,188,6590,62465.0,7344.0,10976.0,7463.0,12232.0,15380.0,440917.0,7654.0,31265.0,1127.0,7410.0,18827.0,1060.0,7991.0,7762.0,10890.0,8030.0,31249.0,10430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,361,6590,62465.0,7344.0,10976.0,7463.0,6184.0,2879.0,1140.0,62444.0,637566.0,5281168.0,240.0,8051.0,7966.0,3776.0,31276.0,62336.0,14286.0,7460.0,91497.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,58,999,261.0,8186.0,7762.0,8892.0,7344.0,15380.0,7463.0,7966.0,6590.0,5281168.0,5283349.0,26331.0,460.0,7731.0,2969.0,11552.0,31265.0,18827.0,62433.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,112,999,261.0,8186.0,7762.0,8892.0,8130.0,22386.0,637566.0,12367.0,7150.0,3776.0,454.0,7519.0,22873.0,612.0,6989.0,10976.0,24915.0,4133.0,5634.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,316,10430,22873.0,7731.0,11002.0,62336.0,5281168.0,1127.0,8635.0,31249.0,7991.0,24915.0,31276.0,91497.0,62465.0,1068.0,8918.0,7600.0,3776.0,179.0,61138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,335,10430,22873.0,7731.0,11002.0,62336.0,798.0,7710.0,62433.0,12367.0,12232.0,19310.0,22386.0,10890.0,177.0,460.0,7583.0,264.0,12180.0,10821.0,7966.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,199,11552,440967.0,7150.0,31244.0,176.0,15380.0,7460.0,8130.0,7685.0,10560.0,16666.0,8048.0,7921.0,637566.0,12348.0,2879.0,8030.0,2758.0,612.0,22386.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,177,11552,440967.0,7150.0,31244.0,176.0,10722.0,454.0,6054.0,10976.0,7059.0,62444.0,10430.0,179.0,31272.0,1068.0,5373603.0,7848.0,177.0,8025.0,61138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,67,1068,24915.0,7991.0,12348.0,261.0,6054.0,7848.0,7793.0,5634.0,240.0,8858.0,26331.0,11124.0,12232.0,4133.0,6501.0,264.0,7731.0,22201.0,8103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,243,1068,24915.0,7991.0,12348.0,261.0,10976.0,31249.0,7150.0,2758.0,1146.0,19310.0,1140.0,12180.0,8048.0,7749.0,8025.0,1031.0,62433.0,8030.0,7762.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,441,8918,24915.0,5281515.0,6184.0,7463.0,7344.0,2879.0,6501.0,7685.0,61138.0,6982.0,5634.0,8025.0,440967.0,7519.0,177.0,6561.0,999.0,3314.0,1060.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,345,8918,24915.0,5281515.0,6184.0,7463.0,62465.0,8091.0,7710.0,6054.0,1068.0,7799.0,12178.0,11002.0,7150.0,7165.0,10430.0,62336.0,2758.0,11552.0,7600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,90,176,5634.0,8048.0,10722.0,8635.0,8030.0,7059.0,7710.0,1060.0,2758.0,61138.0,1068.0,7731.0,7921.0,1031.0,62433.0,6654.0,8186.0,8103.0,31265.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,178,176,5634.0,8048.0,10722.0,8635.0,8030.0,7059.0,7710.0,1060.0,2758.0,8148.0,7150.0,10821.0,7165.0,6561.0,7799.0,460.0,326.0,7410.0,8130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,246,93009,8048.0,7921.0,22873.0,798.0,91497.0,12741.0,8635.0,8797.0,8051.0,6054.0,3314.0,31265.0,5281515.0,7991.0,7848.0,5281168.0,26331.0,1140.0,8148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,146,93009,8048.0,7921.0,22873.0,798.0,91497.0,12741.0,8635.0,8797.0,8051.0,7685.0,637511.0,612.0,6982.0,7150.0,637566.0,7888.0,8186.0,6501.0,22201.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,8,22201,8892.0,7654.0,7966.0,7799.0,10430.0,61138.0,10976.0,8030.0,10722.0,31249.0,6590.0,7991.0,8118.0,440967.0,91497.0,62465.0,4133.0,10890.0,19310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,498,22201,8892.0,7654.0,7966.0,7799.0,10430.0,61138.0,10976.0,8030.0,10722.0,7921.0,8091.0,7583.0,16666.0,8797.0,22873.0,6184.0,8103.0,6654.0,7600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,319,3776,8130.0,24915.0,8048.0,62433.0,31249.0,2879.0,7632.0,10890.0,7991.0,6054.0,7888.0,443162.0,7749.0,7363.0,2969.0,261.0,177.0,7793.0,460.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,286,3776,8130.0,24915.0,8048.0,62433.0,31249.0,2879.0,7632.0,10890.0,7991.0,326.0,7921.0,10882.0,6590.0,8051.0,8635.0,3314.0,12178.0,440917.0,1068.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,400,8797,1140.0,3314.0,8103.0,999.0,6544.0,7460.0,8118.0,11552.0,7749.0,7685.0,31249.0,180.0,6590.0,91497.0,10560.0,7410.0,7059.0,6501.0,93009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,312,8797,1140.0,3314.0,8103.0,999.0,6544.0,7460.0,8118.0,11552.0,7749.0,5634.0,12348.0,62444.0,11124.0,2879.0,22873.0,31244.0,326.0,3776.0,637511.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,404,19310,22201.0,7966.0,8091.0,7363.0,8103.0,2758.0,6982.0,176.0,91497.0,31272.0,443158.0,10976.0,31265.0,454.0,7848.0,62336.0,5283349.0,7921.0,5281515.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,380,19310,22201.0,7966.0,8091.0,7363.0,8103.0,2758.0,6982.0,176.0,91497.0,6561.0,8918.0,326.0,7731.0,7991.0,7654.0,8148.0,1127.0,7710.0,7583.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,224,11002,177.0,7710.0,7410.0,6736.0,61138.0,8091.0,11124.0,8030.0,5373603.0,8797.0,7583.0,22201.0,12741.0,8025.0,93009.0,8118.0,12020.0,7793.0,18827.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,271,11002,177.0,7710.0,7410.0,6736.0,61138.0,8091.0,11124.0,8030.0,5373603.0,7344.0,7685.0,8918.0,31244.0,15380.0,7654.0,12367.0,1146.0,26331.0,8858.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,135,440967,8130.0,8148.0,7793.0,93009.0,2969.0,10821.0,7749.0,4133.0,8051.0,5281168.0,6736.0,31244.0,12232.0,8030.0,14286.0,443162.0,61138.0,6982.0,240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,127,440967,8130.0,8148.0,7793.0,93009.0,2969.0,10821.0,7749.0,4133.0,8051.0,8858.0,2758.0,7632.0,7848.0,7363.0,22201.0,8797.0,7685.0,5281515.0,12020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,429,8118,264.0,179.0,12367.0,12178.0,7460.0,240.0,7632.0,6982.0,11124.0,7059.0,22386.0,61138.0,454.0,7762.0,8091.0,1060.0,6561.0,10430.0,6736.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,455,8118,264.0,179.0,12367.0,12178.0,7460.0,240.0,7632.0,6982.0,11124.0,62465.0,11002.0,15380.0,8048.0,91497.0,6989.0,440917.0,443162.0,2758.0,12741.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,174,11002,3776.0,10976.0,7762.0,22386.0,11552.0,3314.0,2758.0,7685.0,7799.0,7519.0,180.0,31244.0,6544.0,31276.0,6561.0,5281168.0,12180.0,443158.0,7888.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,82,11002,3776.0,10976.0,7762.0,22386.0,11552.0,3314.0,2758.0,7685.0,7799.0,62433.0,7848.0,6736.0,18827.0,7410.0,12020.0,6501.0,1068.0,264.0,6982.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,331,7410,7363.0,8858.0,3776.0,7966.0,1031.0,7714.0,26331.0,31265.0,5281168.0,7848.0,261.0,7654.0,2879.0,93009.0,8892.0,7463.0,1060.0,7762.0,8635.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,25,7410,7363.0,8858.0,3776.0,7966.0,1031.0,7714.0,26331.0,31265.0,5281168.0,612.0,31276.0,5634.0,62444.0,179.0,7600.0,1127.0,6654.0,440967.0,5283349.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,456,6561,798.0,6654.0,22873.0,612.0,12741.0,637511.0,31244.0,443162.0,8025.0,440917.0,6982.0,11552.0,7991.0,18827.0,3314.0,5283349.0,7632.0,93009.0,8030.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,468,6561,798.0,6654.0,22873.0,612.0,12741.0,637511.0,31244.0,443162.0,8025.0,6184.0,10430.0,7966.0,10976.0,7363.0,6736.0,7793.0,1068.0,8858.0,12178.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,285,261,12180.0,7921.0,22386.0,31265.0,8186.0,16666.0,6590.0,31272.0,24915.0,8918.0,8030.0,11002.0,6654.0,326.0,6989.0,7165.0,7799.0,2969.0,61138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,109,261,12180.0,7921.0,22386.0,31265.0,8186.0,16666.0,6590.0,31272.0,24915.0,22873.0,7710.0,7991.0,440917.0,5281515.0,460.0,7731.0,11509.0,180.0,8118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,297,10560,177.0,2969.0,3314.0,264.0,2879.0,7165.0,1060.0,31249.0,8025.0,798.0,8118.0,8797.0,176.0,7463.0,7714.0,8858.0,612.0,12741.0,7749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,465,10560,177.0,2969.0,3314.0,264.0,2879.0,7165.0,1060.0,31249.0,8025.0,22873.0,8091.0,6501.0,6054.0,180.0,22386.0,18827.0,240.0,62444.0,6654.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,438,18827,8130.0,7921.0,176.0,264.0,4133.0,62444.0,637566.0,2879.0,12367.0,7519.0,7363.0,6982.0,8025.0,5281515.0,6736.0,8918.0,7848.0,12180.0,1060.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,142,18827,8130.0,7921.0,176.0,264.0,4133.0,62444.0,637566.0,2879.0,12367.0,10722.0,8797.0,6989.0,10430.0,31244.0,31276.0,8103.0,7344.0,443158.0,179.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,306,443158,7793.0,6501.0,2758.0,14286.0,93009.0,7632.0,1127.0,7685.0,8186.0,31265.0,8797.0,12741.0,19310.0,12367.0,15380.0,6989.0,7600.0,8051.0,460.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,95,443158,7793.0,6501.0,2758.0,14286.0,93009.0,7632.0,1127.0,7685.0,8186.0,440917.0,8918.0,5283349.0,11124.0,10722.0,31244.0,7762.0,31272.0,7654.0,8118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,2,11552,10882.0,31244.0,7848.0,180.0,5283349.0,14286.0,8797.0,7731.0,61016.0,11124.0,7583.0,8030.0,177.0,7685.0,31272.0,6054.0,31276.0,7363.0,26331.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,45,11552,10882.0,31244.0,7848.0,180.0,5283349.0,14286.0,8797.0,7731.0,61016.0,1127.0,261.0,91497.0,7344.0,7150.0,7059.0,7632.0,7921.0,62433.0,62465.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,106,7793,12178.0,6736.0,8635.0,443158.0,1068.0,8103.0,7600.0,798.0,7463.0,5634.0,4133.0,612.0,176.0,264.0,11509.0,24915.0,7799.0,8918.0,7059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,451,7793,12178.0,6736.0,8635.0,443158.0,1068.0,8103.0,7600.0,798.0,7463.0,2879.0,10821.0,6590.0,12232.0,6561.0,62433.0,440967.0,2758.0,12741.0,443162.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,509,8103,798.0,179.0,7731.0,7710.0,24915.0,10560.0,12741.0,31265.0,7848.0,12367.0,999.0,8892.0,93009.0,62433.0,31244.0,7685.0,8051.0,7165.0,7966.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,98,8103,798.0,179.0,7731.0,7710.0,24915.0,10560.0,12741.0,31265.0,7848.0,261.0,7583.0,440967.0,612.0,10821.0,22386.0,5283349.0,4133.0,6054.0,10890.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,244,61138,2758.0,10560.0,7685.0,6590.0,1068.0,180.0,7714.0,31244.0,7463.0,4133.0,8118.0,12180.0,10976.0,5281168.0,31265.0,7344.0,7600.0,443158.0,637566.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,10,61138,2758.0,10560.0,7685.0,6590.0,1068.0,180.0,7714.0,31244.0,7463.0,62433.0,11552.0,7710.0,10430.0,16666.0,12367.0,7632.0,19310.0,7059.0,7363.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
